url,real_caption,random_caption,description,caption1,caption2,caption3,response_text
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_108.jpeg?raw=true,’He's always thinking outside the rock.’,I shall offer you three settings.,"The image portrays a humorous scene where a caveman is wheeling a wheelbarrow with square wheels, while another caveman observes from a nearby cave, possibly suggesting a prehistoric take on the concept of inefficiency or innovation.",I shall offer you three settings.,’He's always thinking outside the rock.’,"The image portrays a humorous scene where a caveman is wheeling a wheelbarrow with square wheels, while another caveman observes from a nearby cave, possibly suggesting a prehistoric take on the concept of inefficiency or innovation.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_111.jpeg?raw=true,"Forgot my underwear, shirt, suit, belt, tie, and watch.",The people who lived here before had lions.,"A person returns home with half of their body dressed in business attire and the other half in casual wear, while another person sits on a couch reading.","Forgot my underwear, shirt, suit, belt, tie, and watch.",The people who lived here before had lions.,"A person returns home with half of their body dressed in business attire and the other half in casual wear, while another person sits on a couch reading.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_117.jpeg?raw=true,The people who lived here before had lions.,"If we had just started wandering fifteen minutes earlier, we would have missed most of this traffic.","The image is a monochrome cartoon depicting two individuals sitting apart in a sunken area with stars on the floor, resembling a spotlight, and multiple doors around the space, suggesting a humorous take on a therapy or discussion setting.","The image is a monochrome cartoon depicting two individuals sitting apart in a sunken area with stars on the floor, resembling a spotlight, and multiple doors around the space, suggesting a humorous take on a therapy or discussion setting.",The people who lived here before had lions.,"If we had just started wandering fifteen minutes earlier, we would have missed most of this traffic.","{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_124.jpeg?raw=true,"If we had just started wandering fifteen minutes earlier, we would have missed most of this traffic.",Monday mornings you want to strangle him.,"This image depicts a humorous cartoon of a group of lions progressively succumbing to the intense heat of a desert environment, with each frame showing them more and more exhausted and melted into the ground.","If we had just started wandering fifteen minutes earlier, we would have missed most of this traffic.","This image depicts a humorous cartoon of a group of lions progressively succumbing to the intense heat of a desert environment, with each frame showing them more and more exhausted and melted into the ground.",Monday mornings you want to strangle him.,"{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_125.jpeg?raw=true,So this is what it's like to be a Nielsen family.,"Besides being a stick, what is your greatest weakness?","The black-and-white cartoon shows a group of six people dressed in business attire, sharing a large bed with a briefcase on the floor at the foot of the bed, which creates a humorous juxtaposition of a professional setting and a private, typically non-professional space.","Besides being a stick, what is your greatest weakness?",So this is what it's like to be a Nielsen family.,"The black-and-white cartoon shows a group of six people dressed in business attire, sharing a large bed with a briefcase on the floor at the foot of the bed, which creates a humorous juxtaposition of a professional setting and a private, typically non-professional space.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_127.jpeg?raw=true,Ice fishing and skydiving—who says they don't go together?,And Bob here came to us from a jewelry box.,"A person is sitting on a bucket ice fishing next to a small hut, while another stands nearby, with a bird perched on a piece of wood and a mountainous background.","A person is sitting on a bucket ice fishing next to a small hut, while another stands nearby, with a bird perched on a piece of wood and a mountainous background.",And Bob here came to us from a jewelry box.,Ice fishing and skydiving—who says they don't go together?,"{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_138.jpeg?raw=true,And if you'll agree to drop the divorce proceedings and reconcile I'll throw in a pair of lobsters.,Ice fishing and skydiving—who says they don't go together?,"A person is sitting at a comically oversized desk across from another individual in an office setting, conveying a humorous take on power dynamics in the workplace.",And if you'll agree to drop the divorce proceedings and reconcile I'll throw in a pair of lobsters.,"A person is sitting at a comically oversized desk across from another individual in an office setting, conveying a humorous take on power dynamics in the workplace.",Ice fishing and skydiving—who says they don't go together?,"{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_142.jpeg?raw=true,"When you don't want one, they're everywhere.","They're programmed to be idiots, Higgins. What's your excuse?","The image is a cartoon of two people sitting comfortably in a living room, with framed pictures on the walls and a bizarrely parked car in the center of the room.","They're programmed to be idiots, Higgins. What's your excuse?","The image is a cartoon of two people sitting comfortably in a living room, with framed pictures on the walls and a bizarrely parked car in the center of the room.","When you don't want one, they're everywhere.","```json
{1:""They're programmed to be idiots, Higgins. What's your excuse?""}
```"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_143.jpeg?raw=true,I couldn't find a real naked woman to ride with me in the H.O.V. lane.,You're cut out for this job.,"The image shows two men in suits by an office; one is pointing the way, while the other, carrying a briefcase, gestures to an awkward stash of toilet paper under his arm.",I couldn't find a real naked woman to ride with me in the H.O.V. lane.,"The image shows two men in suits by an office; one is pointing the way, while the other, carrying a briefcase, gestures to an awkward stash of toilet paper under his arm.",You're cut out for this job.,"{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_145.jpeg?raw=true,O.K. I'm at the window. To the right? Your right or my right?,Come on! Do you have any idea how long it took to get through the turnstiles?,"A giant creature resembling King Kong is peering into an apartment window where a man, oblivious to the creature's presence, is drinking from a cup.",Come on! Do you have any idea how long it took to get through the turnstiles?,"A giant creature resembling King Kong is peering into an apartment window where a man, oblivious to the creature's presence, is drinking from a cup.",O.K. I'm at the window. To the right? Your right or my right?,"{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_146.jpeg?raw=true,"Besides being a stick, what is your greatest weakness?",You border patrol are good.,"The image is a black-and-white cartoon showing a person with a blank circular face sitting across the desk from a psychiatrist, who is taking notes.","Besides being a stick, what is your greatest weakness?",You border patrol are good.,"The image is a black-and-white cartoon showing a person with a blank circular face sitting across the desk from a psychiatrist, who is taking notes.","{""selected_caption_number"":""1"",""caption_text"":""Besides being a stick, what is your greatest weakness?""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_156.jpeg?raw=true,"I'm looking forward to casual Friday, when I can put on some flats.",And if you'll agree to drop the divorce proceedings and reconcile I'll throw in a pair of lobsters.,Two people are conversing at a bar over drinks in a casually sketched black-and-white cartoon.,And if you'll agree to drop the divorce proceedings and reconcile I'll throw in a pair of lobsters.,"I'm looking forward to casual Friday, when I can put on some flats.",Two people are conversing at a bar over drinks in a casually sketched black-and-white cartoon.,"{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_164.jpeg?raw=true,"Come sweater season, you'll be back!",I just couldn't 'catch and release because who would've believed such a whale of a tale?,"A person is entering a room filled with goats, with some goats sitting on furniture and others standing on a bookshelf, while a man seated in an armchair appears unfazed.",I just couldn't 'catch and release because who would've believed such a whale of a tale?,"A person is entering a room filled with goats, with some goats sitting on furniture and others standing on a bookshelf, while a man seated in an armchair appears unfazed.","Come sweater season, you'll be back!","{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_167.jpeg?raw=true,"As a weasel, I need your vote.",It says here that service is not included.,"The picture is a humorous illustration depicting a group of animals attentively listening to a human speaker at a podium in a forest, resembling a political rally or public speech.","The picture is a humorous illustration depicting a group of animals attentively listening to a human speaker at a podium in a forest, resembling a political rally or public speech.",It says here that service is not included.,"As a weasel, I need your vote.","{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_170.jpeg?raw=true,I am useless until I have my morning turkey.,"Would you like that straight up, on the rocks, or sprayed directly in your face?","A black and white cartoon depicts two men in an office setting, one of whom is nonchalantly holding a turkey inside his shirt with a surprised expression, while the other looks on with a coffee cup in hand.","Would you like that straight up, on the rocks, or sprayed directly in your face?","A black and white cartoon depicts two men in an office setting, one of whom is nonchalantly holding a turkey inside his shirt with a surprised expression, while the other looks on with a coffee cup in hand.",I am useless until I have my morning turkey.,"{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_172.jpeg?raw=true,We really need to revisit our immigration policy.,I'll order. You pick up.,"The image is a black-and-white illustration showing several ambiguous figures with prominent noses and a distinctly happy central character, all drawn in a loose, sketchy style.",We really need to revisit our immigration policy.,I'll order. You pick up.,"The image is a black-and-white illustration showing several ambiguous figures with prominent noses and a distinctly happy central character, all drawn in a loose, sketchy style.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_185.jpeg?raw=true,Hi there! Can I interest you in some promotional material about intelligent design?,Or you could just move the damn coffee maker.,"A cartoon depicts a naked man casually walking away while a bear holds what appears to be his clothing on a stick in the background, suggesting the bear stole his clothes.",Hi there! Can I interest you in some promotional material about intelligent design?,"A cartoon depicts a naked man casually walking away while a bear holds what appears to be his clothing on a stick in the background, suggesting the bear stole his clothes.",Or you could just move the damn coffee maker.,"{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_203.jpeg?raw=true,"Lily pad . . . lily plant . . . Damn, I've forgotten my safe word!",I wish they would just go back to tapping our phone lines.,"The image depicts a whimsical scene where a group of people are assembling or dismantling a large, striped fabric or structure that resembles a deflated hot air balloon, with a castle in the background, under a cloudy sky.","The image depicts a whimsical scene where a group of people are assembling or dismantling a large, striped fabric or structure that resembles a deflated hot air balloon, with a castle in the background, under a cloudy sky.","Lily pad . . . lily plant . . . Damn, I've forgotten my safe word!",I wish they would just go back to tapping our phone lines.,"```json
{2: ""Lily pad . . . lily plant . . . Damn, I've forgotten my safe word!""}
```"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_211.jpeg?raw=true,You border patrol are good.,"Yes, I asked very politely. But he still says the rest room in there is for employees only.","An astronaut on the moon looks perplexed as they discover a person buried up to their waist, seemingly engaged in an act of vandalism amid a minimalist lunar landscape.","An astronaut on the moon looks perplexed as they discover a person buried up to their waist, seemingly engaged in an act of vandalism amid a minimalist lunar landscape.","Yes, I asked very politely. But he still says the rest room in there is for employees only.",You border patrol are good.,"{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_213.jpeg?raw=true,They ignored your first ten. What makes you think you'll do any better with these?,"When you don't want one, they're everywhere.","Two potatoes are lying in bed with one reading a book, appearing to depict a couple in an anthropomorphic humorous illustration.","Two potatoes are lying in bed with one reading a book, appearing to depict a couple in an anthropomorphic humorous illustration.",They ignored your first ten. What makes you think you'll do any better with these?,"When you don't want one, they're everywhere.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_221.jpeg?raw=true,Let Table Seven know that there will be a slight delay on the risotto.,"Come sweater season, you'll be back!","The image is a humorous cartoon showing a man playing a double bass in a kitchen with disarrayed pots and a fish on the floor, while two men observe from the doorway and another seems to be running for cover.","Come sweater season, you'll be back!","The image is a humorous cartoon showing a man playing a double bass in a kitchen with disarrayed pots and a fish on the floor, while two men observe from the doorway and another seems to be running for cover.",Let Table Seven know that there will be a slight delay on the risotto.,"{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_225.jpeg?raw=true,I’m trying to raise money for our squad. Would you like your plane washed?,Stop me if you've heard this one.,"The image shows an illustration of a small airplane with its engine running, two pilots in the cockpit, and a woman in a dress standing on the tarmac holding a broom.",I’m trying to raise money for our squad. Would you like your plane washed?,"The image shows an illustration of a small airplane with its engine running, two pilots in the cockpit, and a woman in a dress standing on the tarmac holding a broom.",Stop me if you've heard this one.,"{""selected caption number"":""1"",""caption text"":""I’m trying to raise money for our squad. Would you like your plane washed?""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_240.jpeg?raw=true,That's it. I'm returning those narciscissors today!,Robin totalled the Batmobile—again!,"The image is a black and white sketch depicting a whimsical scene where human-figured birds with wings are engaging in human activities such as reading, watering plants, and playing musical instruments, while a human groundskeeper seems to be unaware, all set in a garden-like environment.","The image is a black and white sketch depicting a whimsical scene where human-figured birds with wings are engaging in human activities such as reading, watering plants, and playing musical instruments, while a human groundskeeper seems to be unaware, all set in a garden-like environment.",That's it. I'm returning those narciscissors today!,Robin totalled the Batmobile—again!,"{2:""That's it. I'm returning those narciscissors today!""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_243.jpeg?raw=true,That was the wakeup call from Hell.,Hi Hon. Can you meet me at the hospital in about ten minutes?,"A man in pajamas looks bewildered as water pours down on him and the bedroom floor, likely from a burst pipe above, while a woman in bed appears to be waking up to the chaos.","A man in pajamas looks bewildered as water pours down on him and the bedroom floor, likely from a burst pipe above, while a woman in bed appears to be waking up to the chaos.",That was the wakeup call from Hell.,Hi Hon. Can you meet me at the hospital in about ten minutes?,"{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_244.jpeg?raw=true,Cancel my lunch date and get me a six-foot baguette.,the mrs. requests you come upstairs and try creating life the old fashioned way,"The image is a humorous cartoon where a man in a business suit is lying on a psychiatrist's couch, but his body is comically extended and ends in a crocodile's tail, surprising the psychiatrist who is taking notes.",Cancel my lunch date and get me a six-foot baguette.,the mrs. requests you come upstairs and try creating life the old fashioned way,"The image is a humorous cartoon where a man in a business suit is lying on a psychiatrist's couch, but his body is comically extended and ends in a crocodile's tail, surprising the psychiatrist who is taking notes.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_246.jpeg?raw=true,Or we go to Plan B and slip something in his coffee.,"I know a specialist, but he's in prison.",The image shows five individuals engaged in a business meeting around a rectangular table.,"I know a specialist, but he's in prison.",The image shows five individuals engaged in a business meeting around a rectangular table.,Or we go to Plan B and slip something in his coffee.,"{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_253.jpeg?raw=true,You don't have to tell me it's a vanishing breed.,I know I have a book in me.,"The image is a humorous cartoon by Gahan Wilson showing one cowboy standing on the ground holding a horse, while another cowboy sits on a horse whose body and legs are comically elongated.","The image is a humorous cartoon by Gahan Wilson showing one cowboy standing on the ground holding a horse, while another cowboy sits on a horse whose body and legs are comically elongated.",I know I have a book in me.,You don't have to tell me it's a vanishing breed.,"{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_258.jpeg?raw=true,"Now, at the actual wedding tomorrow, let's keep Heather off the vodka.",Ever think about kids?,"The image shows a humorous drawing of a bride perched uncomfortably on top of a photocopier while a man officiates the wedding, suggesting a play on the idea of making copies or perhaps a commentary on the nature of modern marriages.",Ever think about kids?,"The image shows a humorous drawing of a bride perched uncomfortably on top of a photocopier while a man officiates the wedding, suggesting a play on the idea of making copies or perhaps a commentary on the nature of modern marriages.","Now, at the actual wedding tomorrow, let's keep Heather off the vodka.","{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_272.jpeg?raw=true,I think we made a wrong turn at puberty.,"Really God, you worry too much.","The image shows a humorous drawing of a group of people in a convertible car driving with a side door open and one passenger seemingly unaware and about to exit the vehicle, highlighting a comedic situation.",I think we made a wrong turn at puberty.,"Really God, you worry too much.","The image shows a humorous drawing of a group of people in a convertible car driving with a side door open and one passenger seemingly unaware and about to exit the vehicle, highlighting a comedic situation.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_276.jpeg?raw=true,Relax. The DVR is set. You can catch the game tomorrow.,He just walked by like he thinks we don't exist.,"The image depicts a cartoon of a man and a woman seated at a dinner table with candles, where the man is humorously wrapped up like a mummy.",He just walked by like he thinks we don't exist.,Relax. The DVR is set. You can catch the game tomorrow.,"The image depicts a cartoon of a man and a woman seated at a dinner table with candles, where the man is humorously wrapped up like a mummy.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_308.jpeg?raw=true,You're gonna have to roll me outta here.,"Aye, they'll be baskets of treasure for us upon Easter island.","The image shows a cartoon of two prehistoric people inside a cave, near some stone wheels, eating what appears to be a large drumstick.","Aye, they'll be baskets of treasure for us upon Easter island.",You're gonna have to roll me outta here.,"The image shows a cartoon of two prehistoric people inside a cave, near some stone wheels, eating what appears to be a large drumstick.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_319.jpeg?raw=true,"Please stop asking, honey. If anything, you look too thin.","It's painful, but I couldn't stand another chorus of ‘Take Me to the River.’","The image is a simple, whimsical drawing of a two-headed snake lounging in the grass with flowers in the background.","It's painful, but I couldn't stand another chorus of ‘Take Me to the River.’","Please stop asking, honey. If anything, you look too thin.","The image is a simple, whimsical drawing of a two-headed snake lounging in the grass with flowers in the background.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_321.jpeg?raw=true,Why don't you get the coffee this morning?,"Come on, George. You know he's only going to spend it on more oxygen.","The image is a simple black and white sketch showing two people asleep in a bed with numerous opened books scattered on the floor, suggesting a late night of reading or study.","The image is a simple black and white sketch showing two people asleep in a bed with numerous opened books scattered on the floor, suggesting a late night of reading or study.",Why don't you get the coffee this morning?,"Come on, George. You know he's only going to spend it on more oxygen.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_324.jpeg?raw=true,Let's just say I thought I had one wish left.,Larry can't tell you about his current project—it's top secret.,"The image is a cartoon showing three businessmen walking, with the middle one having the head of a ram, suggesting a play on the term 'ram' in a business or office context.","The image is a cartoon showing three businessmen walking, with the middle one having the head of a ram, suggesting a play on the term 'ram' in a business or office context.",Larry can't tell you about his current project—it's top secret.,Let's just say I thought I had one wish left.,"{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_326.jpeg?raw=true,I keep forming inappropriate attachments.,It took us years to get somebody in the inside.,"The image shows a man seated on a chair and taking notes while facing a large, patterned couch with an anthropomorphic heart shape reclining on it, suggesting a humorous take on a therapy session.",I keep forming inappropriate attachments.,"The image shows a man seated on a chair and taking notes while facing a large, patterned couch with an anthropomorphic heart shape reclining on it, suggesting a humorous take on a therapy session.",It took us years to get somebody in the inside.,"{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_335.jpeg?raw=true,"Which sounds faster: ‘clip-clop, clip-clop’ or ‘clippety-clop’?",Meet Trump's nominee for the Centers for Disease Control.,"Jockeys are humorously depicted as racing each other on hobby horses at a racetrack, a playful twist on a traditional horse race.","Which sounds faster: ‘clip-clop, clip-clop’ or ‘clippety-clop’?",Meet Trump's nominee for the Centers for Disease Control.,"Jockeys are humorously depicted as racing each other on hobby horses at a racetrack, a playful twist on a traditional horse race.","{""selected caption number"":""1""}"
