url,real_caption,random_caption,description,caption1,caption2,caption3,response_text
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000032.jpg?raw=true,마술사에게 빌려준 지폐를 돌려받지 못한 채 다음 마술이 시작되었다.,가장 아픈 하나의 화살,애니메이션 속 어린 소녀가 놀란 표정으로 두 개의 물컵을 바라보고 있습니다.,애니메이션 속 어린 소녀가 놀란 표정으로 두 개의 물컵을 바라보고 있습니다.,가장 아픈 하나의 화살,마술사에게 빌려준 지폐를 돌려받지 못한 채 다음 마술이 시작되었다.,"{'제목 번호':'3', '제목 텍스트':'마술사에게 빌려준 지폐를 돌려받지 못한 채 다음 마술이 시작되었다.'}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000035.jpg?raw=true,수술중에 의사인 남자친구인 환자의 뱃속에서 반지를 꺼내는 서프라이즈 이벤트에 기겁,내가 포수용 마스크 쓰면 그 때 던져라. 알았냐.,병원 가운을 입은 여러 명의 사람들이 놀라움 혹은 충격을 받은 표정으로 어떠한 상황을 바라보고 있습니다.,수술중에 의사인 남자친구인 환자의 뱃속에서 반지를 꺼내는 서프라이즈 이벤트에 기겁,내가 포수용 마스크 쓰면 그 때 던져라. 알았냐.,병원 가운을 입은 여러 명의 사람들이 놀라움 혹은 충격을 받은 표정으로 어떠한 상황을 바라보고 있습니다.,"{""제목 번호"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000037.jpg?raw=true,왕자가 바지를 벗기 시작했다,화장실 줄을 서고 있는데 슬슬 뒷사람의 상태가 위험하다.,"두 이미지가 결합되어 있는데, 위쪽 이미지에는 평온하게 눈을 감고 있는 여성의 얼굴이 있고 아래쪽 이미지에는 놀란 표정으로 눈을 크게 뜬 같은 여성의 얼굴이 있습니다.",왕자가 바지를 벗기 시작했다,"두 이미지가 결합되어 있는데, 위쪽 이미지에는 평온하게 눈을 감고 있는 여성의 얼굴이 있고 아래쪽 이미지에는 놀란 표정으로 눈을 크게 뜬 같은 여성의 얼굴이 있습니다.",화장실 줄을 서고 있는데 슬슬 뒷사람의 상태가 위험하다.,"```json
{'제목 번호':'3', '제목 텍스트':'화장실 줄을 서고 있는데 슬슬 뒷사람의 상태가 위험하다'}
```"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000038.jpg?raw=true,오랜만에 만난 지인의 이름이 생각나지 않는다.,어제는 잘도 롯데리아에 가셨겠다?,이 사진은 무대 위에서 열정적으로 노래를 부르고 있는 한 남성 가수를 보여줍니다.,어제는 잘도 롯데리아에 가셨겠다?,이 사진은 무대 위에서 열정적으로 노래를 부르고 있는 한 남성 가수를 보여줍니다.,오랜만에 만난 지인의 이름이 생각나지 않는다.,{'제목 번호':'3'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000040.jpg?raw=true,얘들아!! 일루와바!! 밖에서 똥싸는 놈이있어!!,그럼 이제부터 울어볼까 합니다.,안개가 자욱한 배경에서 세 사람이 즐겁고 활기찬 포즈를 취하며 등산의 성취를 기념하고 있습니다.,얘들아!! 일루와바!! 밖에서 똥싸는 놈이있어!!,안개가 자욱한 배경에서 세 사람이 즐겁고 활기찬 포즈를 취하며 등산의 성취를 기념하고 있습니다.,그럼 이제부터 울어볼까 합니다.,{'제목 번호':'3'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000042.jpg?raw=true,"""저 돼지 먹을 수 있어?""; ""그건 거울입니다""",일단 교과서를 바꿔볼까?,"젊은 남성이 무언가를 가리키고 있고, 그 옆에 노인이 관심 있게 바라보고 있으며, 뒤쪽에 서 있는 또 다른 남성은 진지한 표정을 하고 있습니다.","""저 돼지 먹을 수 있어?""; ""그건 거울입니다""",일단 교과서를 바꿔볼까?,"젊은 남성이 무언가를 가리키고 있고, 그 옆에 노인이 관심 있게 바라보고 있으며, 뒤쪽에 서 있는 또 다른 남성은 진지한 표정을 하고 있습니다.","{""제목 번호"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000045.jpg?raw=true,핫스팟을 틀었더니 반애들이 전부몰려들었다,어제 도둑을 쫓아내더니 태도가 바뀌었다,남성 한 명이 수많은 기자들에게 둘러싸여 각종 녹음기와 스마트폰으로 질문을 받고 있는 혼잡한 상황이다.,어제 도둑을 쫓아내더니 태도가 바뀌었다,핫스팟을 틀었더니 반애들이 전부몰려들었다,남성 한 명이 수많은 기자들에게 둘러싸여 각종 녹음기와 스마트폰으로 질문을 받고 있는 혼잡한 상황이다.,"{'제목 번호':'2', '제목 텍스트':'핫스팟을 틀었더니 반애들이 전부몰려들었다'}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000046.jpg?raw=true,아들이 똥폰의 뜻을 잘못이해한듯 하다,"""일단 세이브 해둘까?""",화장실 변기에 손을 넣고 무언가에 흥미를 느낀 듯 미소 짓고 있는 어린 아이의 모습입니다.,"""일단 세이브 해둘까?""",화장실 변기에 손을 넣고 무언가에 흥미를 느낀 듯 미소 짓고 있는 어린 아이의 모습입니다.,아들이 똥폰의 뜻을 잘못이해한듯 하다,"{""제목 번호"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000049.jpg?raw=true,무궁화 꽃이 피었습니...,앗 피아노! 타이어보다 싸다!,모자를 쓴 사람이 차량을 운전하며 하얀 사자를 바라보고 있습니다.,앗 피아노! 타이어보다 싸다!,무궁화 꽃이 피었습니...,모자를 쓴 사람이 차량을 운전하며 하얀 사자를 바라보고 있습니다.,"{""제목 번호"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000059.jpg?raw=true,제 1권 / 제 9권 / 제 23권 / 제 60권,지금? ...누가 이걸 찍고 있는거지?,네 개의 다른 애니메이션 스타일의 캐릭터들이 각각의 시각적 문맥에서 멀리 보는 행동을 하는 장면이 담긴 이미지입니다.,지금? ...누가 이걸 찍고 있는거지?,네 개의 다른 애니메이션 스타일의 캐릭터들이 각각의 시각적 문맥에서 멀리 보는 행동을 하는 장면이 담긴 이미지입니다.,제 1권 / 제 9권 / 제 23권 / 제 60권,"```json
{""제목 번호"":""3"", ""제목 텍스트"":""제 1권 / 제 9권 / 제 23권 / 제 60권""}
```"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000060.jpg?raw=true,"아, 2번 카메라구나!",이 글은 영국에서 시작되어... 일년에 한바퀴 돌면서 받는 사람에게 행운을 주었고 지금은 당신에게로 옮겨진 이 편지는 4일안에 당신 곁을 떠나야 합니다. 그러지 않을경우....,빨간머리 앤이 꽃을 들고 웃고 있는 모습을 담은 애니메이션 이미지입니다.,이 글은 영국에서 시작되어... 일년에 한바퀴 돌면서 받는 사람에게 행운을 주었고 지금은 당신에게로 옮겨진 이 편지는 4일안에 당신 곁을 떠나야 합니다. 그러지 않을경우....,"아, 2번 카메라구나!",빨간머리 앤이 꽃을 들고 웃고 있는 모습을 담은 애니메이션 이미지입니다.,"{""제목 번호"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000065.jpg?raw=true,뭐니뭐니해도 거래는 직거래지,얘들아!! 일루와바!! 밖에서 똥싸는 놈이있어!!,산타 복장을 한 사람이 헬리콥터에서 내려 군인들의 옆을 걷고 있습니다.,산타 복장을 한 사람이 헬리콥터에서 내려 군인들의 옆을 걷고 있습니다.,얘들아!! 일루와바!! 밖에서 똥싸는 놈이있어!!,뭐니뭐니해도 거래는 직거래지,{'제목 번호':'1'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000066.jpg?raw=true,눈에 박은지 한참 있었다.,핫스팟을 틀었더니 반애들이 전부몰려들었다,눈에 파묻힌 채 리포트를 하는 여성이 보입니다.,눈에 파묻힌 채 리포트를 하는 여성이 보입니다.,핫스팟을 틀었더니 반애들이 전부몰려들었다,눈에 박은지 한참 있었다.,"{""제목 번호"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000068.jpg?raw=true,어제는 잘도 롯데리아에 가셨겠다?,왕자가 바지를 벗기 시작했다,한 사람이 벤치에 앉아 있는 맥도날드의 마스코트인 로널드 맥도날드 조각상 앞에서 무릎을 꿇고 고개를 숙이고 있는 모습입니다.,한 사람이 벤치에 앉아 있는 맥도날드의 마스코트인 로널드 맥도날드 조각상 앞에서 무릎을 꿇고 고개를 숙이고 있는 모습입니다.,어제는 잘도 롯데리아에 가셨겠다?,왕자가 바지를 벗기 시작했다,"{""제목 번호"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000070.jpg?raw=true,같은 기술은 두번 통하지 않아.,처음 간 치과에서 문틈으로 보인 광경이 장난아니다,회색 고양이가 사람의 손가락을 자신의 앞발로 가볍게 만지고 있습니다.,회색 고양이가 사람의 손가락을 자신의 앞발로 가볍게 만지고 있습니다.,처음 간 치과에서 문틈으로 보인 광경이 장난아니다,같은 기술은 두번 통하지 않아.,{'제목 번호':'3'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000072.jpg?raw=true,으...음....당신은...바지를 안입어서....방송정지....여성부,망할카우,빨간 셔츠를 입은 곰 캐릭터가 의아한 표정으로 종이를 들여다보고 있습니다.,망할카우,으...음....당신은...바지를 안입어서....방송정지....여성부,빨간 셔츠를 입은 곰 캐릭터가 의아한 표정으로 종이를 들여다보고 있습니다.,{'제목 번호':'3'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000073.jpg?raw=true,망할카우,어디가 안 좋아요?'; '발이 아파요',"그림에는 ""꼬또카야""라고 쓰여진 포장지가 보입니다, 여기에 귀여운 소 모양의 그림이 그려져 있어요.","그림에는 ""꼬또카야""라고 쓰여진 포장지가 보입니다, 여기에 귀여운 소 모양의 그림이 그려져 있어요.",망할카우,어디가 안 좋아요?'; '발이 아파요',"```json
{""제목 번호"":""3""}
```"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000074.jpg?raw=true,TV를 켰는데 음량이 최대치였다,무궁화 꽃이 피었습니...,마법 지팡이를 든 청년이 격렬한 마법 전투 중인 장면입니다.,무궁화 꽃이 피었습니...,마법 지팡이를 든 청년이 격렬한 마법 전투 중인 장면입니다.,TV를 켰는데 음량이 최대치였다,"{
  ""제목 번호"": ""2"",
  ""제목 텍스트"": ""마법 지팡이를 든 청년이 격렬한 마법 전투 중인 장면입니다.""
}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000075.jpg?raw=true,"""물어 뜯어도 돼. 어차피 이 여자 손가락 6개니깐""","""저 돼지 먹을 수 있어?""; ""그건 거울입니다""","두 명의 애니메이션 캐릭터가 서로 마주보고 있는 장면에, 한 남성 캐릭터의 어깨에 앵무새가 앉아 있습니다.","""물어 뜯어도 돼. 어차피 이 여자 손가락 6개니깐""","두 명의 애니메이션 캐릭터가 서로 마주보고 있는 장면에, 한 남성 캐릭터의 어깨에 앵무새가 앉아 있습니다.","""저 돼지 먹을 수 있어?""; ""그건 거울입니다""","```json
{""제목 번호"":""1"", ""제목 텍스트"":""물어 뜯어도 돼. 어차피 이 여자 손가락 6개니깐""}
```"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000077.jpg?raw=true,그다음날 세계평화가 찾아오고 살인자는 노벨평화상을 수상받았다,에~~~~~김태형 운데요~~~~~; 안운다고!!!!!!!!!!!!!!!!!!!!!,"여기에 누워있는 캐릭터는 푸른 잔디밭 위에서 햇볕을 쬐며 편안해 보이는 표정을 짓고 있고, 주위에 민들레가 피어있습니다.",그다음날 세계평화가 찾아오고 살인자는 노벨평화상을 수상받았다,"여기에 누워있는 캐릭터는 푸른 잔디밭 위에서 햇볕을 쬐며 편안해 보이는 표정을 짓고 있고, 주위에 민들레가 피어있습니다.",에~~~~~김태형 운데요~~~~~; 안운다고!!!!!!!!!!!!!!!!!!!!!,{'제목 번호':'1'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000079.jpg?raw=true,안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안,자... 일단 공무집행방해죄로 4명모두연행합니다,소파에 앉아 있는 남자와 그 옆에 덮개를 쓴 존재가 함께 있는 장면입니다.,자... 일단 공무집행방해죄로 4명모두연행합니다,소파에 앉아 있는 남자와 그 옆에 덮개를 쓴 존재가 함께 있는 장면입니다.,안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안,"{""제목 번호"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000082.jpg?raw=true,이 글은 영국에서 시작되어... 일년에 한바퀴 돌면서 받는 사람에게 행운을 주었고 지금은 당신에게로 옮겨진 이 편지는 4일안에 당신 곁을 떠나야 합니다. 그러지 않을경우....,개새끼야.. 못 찾는 척 하지말고 좀 꺼내줘...,이미지에는 놀란 표정을 짓고 있는 여러 명의 애니메이션 경찰 캐릭터들이 차량 내부에 나란히 서 있습니다.,이 글은 영국에서 시작되어... 일년에 한바퀴 돌면서 받는 사람에게 행운을 주었고 지금은 당신에게로 옮겨진 이 편지는 4일안에 당신 곁을 떠나야 합니다. 그러지 않을경우....,이미지에는 놀란 표정을 짓고 있는 여러 명의 애니메이션 경찰 캐릭터들이 차량 내부에 나란히 서 있습니다.,개새끼야.. 못 찾는 척 하지말고 좀 꺼내줘...,{'제목 번호':'2'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000083.jpg?raw=true,복통때문에 대장내시경 했더니 비피더스균이 대판 싸우고 있었다.,염색하고 학교에 갔다가 교문에서 학주에게 걸렸다.,진흙 속에서 서로를 돕고 있는 사람들의 조각상이 연쇄적으로 배치되어 상호 의존성과 협력을 표현하고 있습니다.,염색하고 학교에 갔다가 교문에서 학주에게 걸렸다.,진흙 속에서 서로를 돕고 있는 사람들의 조각상이 연쇄적으로 배치되어 상호 의존성과 협력을 표현하고 있습니다.,복통때문에 대장내시경 했더니 비피더스균이 대판 싸우고 있었다.,{'제목 번호':'2'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000084.jpg?raw=true,화장실 줄을 서고 있는데 슬슬 뒷사람의 상태가 위험하다.,안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안,무대 조명 아래에서 한 사람이 유명한 동작을 취하고 있는 그림자와 함께 춤을 추고 있습니다.,무대 조명 아래에서 한 사람이 유명한 동작을 취하고 있는 그림자와 함께 춤을 추고 있습니다.,화장실 줄을 서고 있는데 슬슬 뒷사람의 상태가 위험하다.,안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안보인다안,"```json
{'제목 번호':'1'}
```"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000089.jpg?raw=true,내가 포수용 마스크 쓰면 그 때 던져라. 알았냐.,코난이죠? 도라에몽 좀 처리해 주세요.,야구 포수가 헬멧을 쓴 채 동료 선수와 대화를 나누고 있는 모습입니다.,코난이죠? 도라에몽 좀 처리해 주세요.,내가 포수용 마스크 쓰면 그 때 던져라. 알았냐.,야구 포수가 헬멧을 쓴 채 동료 선수와 대화를 나누고 있는 모습입니다.,{'제목 번호':'1'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000090.jpg?raw=true,배웅이 엄청나게 끈질기다,가5나시,열차 문에 매달린 소년이 활짝 웃으며 짜릿한 순간을 즐기고 있는 모습입니다.,열차 문에 매달린 소년이 활짝 웃으며 짜릿한 순간을 즐기고 있는 모습입니다.,배웅이 엄청나게 끈질기다,가5나시,"{'제목 번호':'2', '제목 텍스트':'배웅이 엄청나게 끈질기다'}"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000092.jpg?raw=true,갓 태어난 점원은 점장의 뒤를 쫓아다니며 일을 배웁니다.,"""어머님, 조금만 더 힘내세요! 이제 금방이에요! 아기머리가 보이기 시작했어요!!""",매장 안에서 흥겨운 포즈를 취하고 있는 남성의 모습입니다.,"""어머님, 조금만 더 힘내세요! 이제 금방이에요! 아기머리가 보이기 시작했어요!!""",갓 태어난 점원은 점장의 뒤를 쫓아다니며 일을 배웁니다.,매장 안에서 흥겨운 포즈를 취하고 있는 남성의 모습입니다.,{'제목 번호':'2'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000093.jpg?raw=true,아빠가 형광등 가는데 쓸데없이 화려하다,눈에 박은지 한참 있었다.,검은 망토를 휘날리며 레드 라이트세이버를 쥔 인물이 어두운 하늘을 배경으로 우뚝 서 있다.,눈에 박은지 한참 있었다.,검은 망토를 휘날리며 레드 라이트세이버를 쥔 인물이 어두운 하늘을 배경으로 우뚝 서 있다.,아빠가 형광등 가는데 쓸데없이 화려하다,"```json
{'제목 번호':'3', '제목 텍스트':'아빠가 형광등 가는데 쓸데없이 화려하다'}
```"
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000098.jpg?raw=true,에~~~~~김태형 운데요~~~~~; 안운다고!!!!!!!!!!!!!!!!!!!!!,「귀여워」라고 칭찬했더니 왜인지 뒤에 안경 낀 여자아이가 엄청난 속도로 뒤돌아보았다,"두 개의 이미지가 나란히 있으며, 왼쪽의 이미지에서 한 남성이 무언가를 가리키며 활기차게 표정을 짓고, 오른쪽의 이미지에서 다른 남성이 입을 크게 벌리며 웃거나 놀란 표정을 짓고 있습니다.",에~~~~~김태형 운데요~~~~~; 안운다고!!!!!!!!!!!!!!!!!!!!!,"두 개의 이미지가 나란히 있으며, 왼쪽의 이미지에서 한 남성이 무언가를 가리키며 활기차게 표정을 짓고, 오른쪽의 이미지에서 다른 남성이 입을 크게 벌리며 웃거나 놀란 표정을 짓고 있습니다.",「귀여워」라고 칭찬했더니 왜인지 뒤에 안경 낀 여자아이가 엄청난 속도로 뒤돌아보았다,{'제목 번호':'제목 텍스트'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000100.jpg?raw=true,아프,숨바꼭질의 룰을 전혀 이해하지 못하고 있다.,이 사진은 검은투구와 마스크를 쓴 인물이 어두운 공간에서 심각한 표정을 짓고 있는 모습을 보여줍니다.,이 사진은 검은투구와 마스크를 쓴 인물이 어두운 공간에서 심각한 표정을 짓고 있는 모습을 보여줍니다.,숨바꼭질의 룰을 전혀 이해하지 못하고 있다.,아프,{'제목 번호':'2'}
https://github.com/devJwon/humor-image-captioning/blob/c4f76c427eab74c86a8be40bdb0aa80ea02d351b/images/crop/crop_00000103.jpg?raw=true,산란기,치킨왔다!!!!!,흙탕밭에 누워 있는 사람이 팔을 뻗어 야구공처럼 보이는 물체를 잡으려는 듯한 포즈를 취하고 있습니다.,흙탕밭에 누워 있는 사람이 팔을 뻗어 야구공처럼 보이는 물체를 잡으려는 듯한 포즈를 취하고 있습니다.,치킨왔다!!!!!,산란기,"{""제목 번호"":""2""}"
